,0
3601,POINT (-79.60897653135041 43.52487411630354)
3602,POINT (-79.64706933162279 43.50574630398233)
3603,POINT (-79.64202493561737 43.51296792850389)
3604,POINT (-79.62817723718327 43.53221094070113)
3605,POINT (-79.61077219605239 43.54365578549272)
3609,POINT (-79.5974767328071 43.77544438562133)
3610,POINT (-79.44362846780596 43.84123507412765)
3611,POINT (-79.41909398300666 43.77268773359628)
3625,POINT (-79.55466706776058 43.57644208503049)
3628,POINT (-79.44260447285177 43.64845975622572)
3629,POINT (-79.44009905083038 43.64346522032738)
3631,POINT (-79.70839017575902 43.45767115503067)
3633,POINT (-79.56105983332536 43.59250867997802)
3634,POINT (-79.60158119432973 43.57294881061489)
3635,POINT (-79.59336340192348 43.58031045638287)
3636,POINT (-79.63441346925775 43.55461489494227)
3637,POINT (-79.61782132680146 43.57265369740156)
3638,POINT (-79.46792310124819 44.05259249320785)
3639,POINT (-79.45235218239104 44.06640969010256)
3640,POINT (-79.47186080861628 44.06079692130103)
3641,POINT (-79.43730596628507 44.13850322088677)
3653,POINT (-79.61100053822821 43.59497479173262)
3654,POINT (-79.61394428913131 43.58626913411343)
3655,POINT (-79.59474265717778 43.60626946072534)
3656,POINT (-79.59256670588756 43.61163696417711)
3657,POINT (-79.58870525513878 43.61793205941958)
3665,POINT (-79.60849833616643 43.5686880262425)
3666,POINT (-79.7567331459371 43.57377268953618)
3670,POINT (-79.75398782254801 43.58646964219388)
3671,POINT (-79.74780178654454 43.57606270489678)
3672,POINT (-79.74277276243097 43.58092335100309)
3673,POINT (-79.48722909093158 43.72997699204748)
3674,POINT (-79.68968274159948 43.53882748597778)
3675,POINT (-79.67959093262817 43.53345741802221)
3676,POINT (-79.64721676834756 43.568327100928)
3677,POINT (-79.64007126931949 43.57866629713364)
3678,POINT (-79.63076983252358 43.5923654335339)
3679,POINT (-79.61805655743798 43.60185730501131)
3680,POINT (-79.62150314587169 43.58941744409407)
3682,POINT (-79.57876183917647 43.6203385037512)
3683,POINT (-79.59531159880513 43.62258713971865)
3684,POINT (-79.58893642591254 43.62931429188785)
3685,POINT (-79.64842096966086 43.59053029098845)
3686,POINT (-79.604813562541 43.6298806884933)
3687,POINT (-79.64437111407285 43.70702283024846)
3693,POINT (-79.54793442034432 43.62261232395682)
3701,POINT (-79.48954187352722 43.60750419390496)
3704,POINT (-79.54658260323298 43.63627227358602)
3739,POINT (-79.35711422802255 44.31713690828101)
3776,POINT (-79.78759563924363 43.7187112347839)
3807,POINT (-79.21585573350934 44.18182882895898)
3809,POINT (-79.28019579581988 44.02041659893897)
3810,POINT (-79.34991208886245 44.01770335708107)
3812,POINT (-79.47222045538817 43.99171190778971)
3813,POINT (-79.74932702558287 43.4023613251392)
3816,POINT (-79.44786261098896 44.05789869047141)
3817,POINT (-79.46892251112965 44.03461630748055)
3818,POINT (-79.43503410979737 44.07348149086607)
3820,POINT (-79.5240015166969 43.93169781235857)
3821,POINT (-79.5413569004085 44.02333555393868)
3822,POINT (-79.64950600453069 43.90371118838885)
3823,POINT (-79.66103010987409 43.95865521673845)
3829,POINT (-79.27281300206171 43.87412204553387)
3839,POINT (-80.09370955336773 43.9144793245517)
3849,POINT (-79.47442437396151 43.96928765370692)
3851,POINT (-79.26989274086576 43.86285686905371)
3852,POINT (-79.24063731346392 43.88513603693337)
3853,POINT (-79.55615731981679 43.78063000926876)
3862,POINT (-79.52117165418822 43.76609222999707)
3863,POINT (-79.51625441869653 43.7691213024319)
3864,POINT (-79.45759914790582 43.78469551965688)
3881,POINT (-79.34121968498168 43.83474070358542)
3882,POINT (-79.32812291740923 43.86351495341612)
3883,POINT (-79.31302483420804 43.86723544757176)
3884,POINT (-79.32408203410208 43.87381418928721)
3885,POINT (-79.4197228775022 43.82885973239019)
3888,POINT (-79.45700995078786 43.79208125404156)
3889,POINT (-79.43593158970437 43.80972231471129)
3890,POINT (-79.45330045047115 43.79860066817573)
3891,POINT (-79.4795334622132 43.7925096757317)
3906,POINT (-79.39109313473517 43.75382922838758)
3907,POINT (-79.40158459862184 43.75154984597622)
3912,POINT (-79.31389183246147 44.36751142476881)
3913,POINT (-79.27321181019683 44.38307758482431)
3915,POINT (-79.49517590131283 44.14880134703919)
3928,POINT (-79.49864976102369 43.72604429686636)
3929,POINT (-79.3378722461658 43.79746599494918)
3930,POINT (-79.45116262432838 43.76357872734285)
3931,POINT (-79.25228694693057 43.88091364134912)
3932,POINT (-79.32138127370835 43.82582021990033)
3942,POINT (-79.62050811232886 44.12047371678834)
3948,POINT (-79.29707169682703 43.81351133834992)
3949,POINT (-79.32998689223751 43.80812704469385)
3950,POINT (-79.28431801989674 43.80936542905508)
3966,POINT (-79.46298188947064 43.77046725552754)
3967,POINT (-79.51450440729302 43.75241128624936)
3968,POINT (-79.54523217534481 43.74951333314161)
3969,POINT (-79.55452793417889 43.74518747765536)
3970,POINT (-79.5506086470624 43.76046868415663)
3972,POINT (-79.39140157009811 43.82056041400855)
3973,POINT (-79.15667616372467 43.7812815859606)
3991,POINT (-79.43244557832155 43.63553799654429)
3992,POINT (-79.4252659919384 43.6368401180283)
4000,POINT (-79.23293703342081 43.81073674084528)
4001,POINT (-79.26458693274756 43.81369684505839)
4003,POINT (-79.24771761168108 43.79074770998282)
4004,POINT (-79.23333870693089 43.80033865978571)
4005,POINT (-79.20689420142219 43.8056932663003)
4016,POINT (-79.40012181393944 43.67038519657598)
4017,POINT (-79.40171563252692 43.67489066943369)
4018,POINT (-79.40886763953864 43.72625685216421)
4019,POINT (-79.41027992879735 43.73164487069122)
4020,POINT (-79.30964465286607 43.69106291175303)
4042,POINT (-79.74881653172937 44.01949098804664)
4105,POINT (-79.3126219742186 43.69676960724524)
4106,POINT (-79.53940297109952 43.59055213806869)
4107,POINT (-79.52678905091845 43.59442968753392)
4129,POINT (-79.63595635141054 43.60127185108206)
4130,POINT (-79.59570423571937 43.63747533812603)
4131,POINT (-79.75652176566983 43.67345728327425)
4134,POINT (-79.77670306576584 43.70724295197412)
4135,POINT (-79.79792867150678 43.74031407272144)
4137,POINT (-79.72310034554125 43.38399978485571)
4190,POINT (-80.03395688182087 43.53262635243375)
4191,POINT (-79.89225077523982 43.58705709407896)
4193,POINT (-79.88507886907665 43.64519636663478)
4195,POINT (-80.0324832302027 43.62935971774758)
4196,POINT (-80.04616547557913 43.64566366410605)
4213,POINT (-79.71512431346923 43.44784704810566)
4216,POINT (-79.70759838615801 43.48427382143515)
4217,POINT (-79.68060221833298 43.50900664783433)
4219,POINT (-79.61974603183576 43.56414680534767)
4220,POINT (-79.66714520103321 43.52074338879248)
4221,POINT (-79.66025942539952 43.52844916337208)
4223,POINT (-79.68410875741679 43.55548895897694)
4235,POINT (-79.86418956274805 43.51730673748754)
4236,POINT (-79.87467298139239 43.5060805808633)
4237,POINT (-79.88553701790281 43.51695379394326)
4238,POINT (-79.87763785222812 43.52725509621678)
4254,POINT (-79.16908046778948 44.0478571031683)
4263,POINT (-79.82099488630686 44.01941203479512)
4264,POINT (-79.64332790582455 43.48229965099345)
4265,POINT (-79.66432361001995 43.49071595298116)
4266,POINT (-79.74192252853871 43.42381345648588)
4281,POINT (-79.1440276820264 43.78392135987377)
4282,POINT (-79.15713225647019 43.8039786168892)
4283,POINT (-79.16656312199059 43.79339164925665)
4284,POINT (-79.18380836346309 43.789254132707)
4285,POINT (-79.30894999165663 43.81577187895039)
4319,POINT (-79.90044689193412 43.53635029250926)
4469,POINT (-79.19603985359632 44.29474328731016)
4478,POINT (-79.89480158594159 43.6548356053631)
4479,POINT (-79.92934699548013 43.64748592934834)
4480,POINT (-79.93309074606175 43.6556820722792)
4481,POINT (-79.9771553145021 43.64988087345192)
4490,POINT (-79.3367584395282 44.26340291085544)
4491,POINT (-79.48286141534012 44.20056123069005)
4493,POINT (-79.43169470597101 44.35887969627474)
4507,POINT (-79.5958217004827 43.82796727229351)
4508,POINT (-79.57135535347072 43.83810224460185)
4509,POINT (-79.55295821087269 43.83669122971188)
4620,POINT (-79.31966921859953 43.81135015096044)
4621,POINT (-79.31768969450084 43.81473245581267)
4622,POINT (-79.2176035979063 43.81418069091567)
4623,POINT (-79.20881419251781 43.81181820045709)
4624,POINT (-79.13997530964404 43.79648387263444)
4656,POINT (-79.29481207874535 43.8308655783854)
4657,POINT (-79.3426707343112 43.86301868981776)
4658,POINT (-79.36103887236048 43.85872344863182)
4659,POINT (-79.27107010969189 43.8491242879948)
4685,POINT (-79.65038040715396 43.6033828778413)
4694,POINT (-79.33229851234488 43.81503579930262)
4695,POINT (-79.61200880352 43.74992965438174)
4696,POINT (-79.41990716903423 43.8645331252841)
4719,POINT (-79.17828153873562 43.80282191340662)
4720,POINT (-79.31348140922083 43.80232575503345)
4721,POINT (-79.50575542179989 43.84626096417848)
4722,POINT (-79.61583462494758 43.74075389861613)
4723,POINT (-79.57000918787793 43.7996429032128)
4724,POINT (-79.60979143740829 43.7888186002105)
4725,POINT (-79.28594313727329 43.84333475099192)
4729,POINT (-79.27887998827615 43.88162590379176)
4739,POINT (-79.22280428517203 43.80313089224246)
4740,POINT (-79.21436525695077 43.80401956117683)
4741,POINT (-79.62619016226182 43.59594530421201)
4742,POINT (-79.66844299057105 43.5479520268233)
4743,POINT (-79.68305797565058 43.57218470875818)
4744,POINT (-79.67261587343353 43.5834063043929)
4745,POINT (-79.78008880523991 43.69683896331833)
4746,POINT (-79.73420981037506 43.7249502240718)
4747,POINT (-79.70457867061376 43.72224726980927)
4748,POINT (-79.70863143389239 43.72726848776526)
4749,POINT (-79.95615563800129 43.880941770747)
4750,POINT (-80.02958064796695 43.83231406024183)
4751,POINT (-79.77893853363885 43.72634938083119)
4752,POINT (-79.79795469423014 43.70899216176674)
4753,POINT (-79.11741609190702 43.83546068040012)
4754,POINT (-79.03421022243066 43.8278608506155)
4755,POINT (-79.4158297058521 43.68556932515583)
4756,POINT (-79.42771550944906 43.69026291762668)
4757,POINT (-79.46477855824523 43.7964633664991)
4758,POINT (-79.48579565841041 44.01040002501032)
4765,POINT (-79.27432031137529 43.81138075160963)
4766,POINT (-79.43940590304418 43.82279082038905)
4767,POINT (-79.6132148196202 43.62248243629765)
4768,POINT (-79.62096283924141 43.61513699976787)
4769,POINT (-79.62810158509814 43.60867913899876)
4770,POINT (-79.66107386790942 43.57960900484461)
4771,POINT (-79.67182505448538 43.56894698771026)
4772,POINT (-80.11283792710668 43.90168673367354)
4814,POINT (-79.65837174422471 43.59594170186023)
4857,POINT (-80.06077551833131 44.019529040153)
4901,POINT (-80.12456147301113 43.90800405258987)
4985,POINT (-79.45393422426041 43.86192475731936)
4986,POINT (-79.4656658902305 43.80376446730227)
4987,POINT (-79.47759303609463 43.80083950952467)
4988,POINT (-79.38719891468403 43.8510282487006)
4989,POINT (-79.4000684039532 43.85509431058151)
4990,POINT (-79.43131301635974 43.86797565973259)
4991,POINT (-79.43023475385341 43.85959565012605)
5006,POINT (-79.86229414870712 44.14725487511675)
5011,POINT (-79.29879737932197 43.87720535070859)
5012,POINT (-79.29409770671418 43.86842395467377)
5013,POINT (-79.35286581670915 43.87974146405512)
5014,POINT (-79.43241007242052 43.79807958843769)
5018,POINT (-79.63522498757777 43.54405562583288)
5035,POINT (-79.65268196967337 43.53358094787058)
5036,POINT (-79.69382149622709 43.5487418941367)
5037,POINT (-79.70137096213728 43.54336632243182)
5038,POINT (-79.77560313019404 43.58745513036826)
5039,POINT (-79.77397697566836 43.57183215542995)
5040,POINT (-79.76779470346779 43.56445687801668)
5041,POINT (-79.75910115029303 43.56225515279317)
5042,POINT (-79.69609247253776 43.46168754672775)
5047,POINT (-79.43436184714564 44.05381183917416)
5048,POINT (-79.45907194064522 44.24084380386734)
5053,POINT (-79.73460573774501 43.46158232146528)
5054,POINT (-79.72576482871699 43.46946489412572)
5055,POINT (-80.0893340384298 43.92466161400355)
5056,POINT (-80.12059806260211 43.92284602688809)
5057,POINT (-79.72897698634929 43.44019457053912)
5058,POINT (-79.72539620283727 43.43379832591416)
5059,POINT (-79.68844131241757 43.47382969545255)
5060,POINT (-79.67953791278759 43.48280068578313)
5104,POINT (-79.69746378747371 43.46992979003649)
5107,POINT (-79.13194846344457 43.81456278210647)
5108,POINT (-79.14898761700768 43.82651538824501)
5109,POINT (-79.13307928389419 43.82807347444718)
5110,POINT (-79.12843261788082 43.83632210610312)
5114,POINT (-79.42927641678173 43.80468030857222)
5116,POINT (-79.70857555509023 43.58931292316705)
5117,POINT (-79.69594370238632 43.57963339782504)
5118,POINT (-79.68790362982895 43.58420592982191)
5119,POINT (-79.68303384181679 43.58932639812713)
5120,POINT (-79.6836609892711 43.60734040412972)
5121,POINT (-79.67151639608669 43.59769654488377)
5122,POINT (-79.7173924662774 43.66335493304504)
5123,POINT (-79.73351810121086 43.65813586681013)
5124,POINT (-79.724994039721 43.65124789914598)
5145,POINT (-79.45922359803798 44.22005486732006)
5153,POINT (-79.73530762456788 43.89227128079131)
5154,POINT (-79.71458459081732 43.53276041932985)
5155,POINT (-79.70203647961389 43.52164896489653)
5156,POINT (-79.69285006338853 43.52360709762899)
5157,POINT (-79.73620261578867 43.56763015337819)
5163,POINT (-79.80691299689586 43.73313622292873)
5175,POINT (-79.73042268139635 43.57203349649046)
5178,POINT (-79.62904491235197 43.58439403806603)
5182,POINT (-79.44126479935227 43.80129840086599)
5183,POINT (-79.45333636848005 43.80904438241572)
5184,POINT (-79.4648169954343 43.81730726163028)
5185,POINT (-79.61784188167344 43.78302672576848)
5186,POINT (-79.63940714473478 43.79082219547858)
5187,POINT (-79.38762147962751 43.87290349335549)
5188,POINT (-79.4041818084408 43.86698086836911)
5189,POINT (-79.42640223039152 43.89997131286366)
5190,POINT (-79.4369060584778 43.9015230698262)
5191,POINT (-79.48215606843395 43.98545035599076)
5196,POINT (-78.98798123869 43.84316400390703)
5197,POINT (-79.03432856504384 43.86587596783059)
5198,POINT (-79.09986071257602 43.85231713982446)
5199,POINT (-79.12446163406412 44.12180710401467)
5200,POINT (-79.11142408751228 44.09222794738903)
5201,POINT (-79.43910371776919 43.85536464565442)
5202,POINT (-79.45186498398293 43.85303962114948)
5203,POINT (-79.4411829193526 43.86464191508284)
5213,POINT (-79.48907736954037 44.23002550104936)
5214,POINT (-79.05296729391598 43.86171124929974)
5283,POINT (-79.55762981631032 44.10595501243886)
5284,POINT (-79.5848535857283 44.10329299051994)
5285,POINT (-79.86310574046087 44.16376900716055)
5300,POINT (-79.09717755534942 43.84138255577206)
5301,POINT (-79.08421603519977 43.84465708675568)
5311,POINT (-79.34043306023011 43.70725996062695)
5312,POINT (-79.34517401361552 43.7047206549446)
5313,POINT (-79.32926365039243 43.71590544872146)
5314,POINT (-79.5908006279124 43.70205577477483)
5353,POINT (-79.38725356942571 43.66790718519308)
5354,POINT (-79.38925306939647 43.66433580316184)
5355,POINT (-79.29118067199937 43.82445137242709)
5356,POINT (-79.28825186727082 43.81785862415177)
5357,POINT (-79.43470196032153 43.6434735791636)
5358,POINT (-79.46606562189378 43.65537544983567)
5359,POINT (-79.46262052866574 43.65612681269143)
5360,POINT (-79.39547367919106 43.71167585189593)
5361,POINT (-79.39468469602883 43.70894253979884)
5362,POINT (-79.59102737194303 43.74946608218432)
5365,POINT (-79.58498881194296 43.75882291077495)
5385,POINT (-79.35286593341114 43.70879017962817)
5400,POINT (-79.25876723334025 43.82356384577734)
5401,POINT (-79.27624985633268 43.82448133055874)
5402,POINT (-79.27859495456723 43.81970012394554)
5403,POINT (-79.28117233614633 43.82699657923948)
5404,POINT (-79.34109096576852 43.70150934400314)
5405,POINT (-79.45176721173516 43.77803792813059)
5406,POINT (-79.45278174424435 43.77381491317241)
5407,POINT (-79.28422807756381 43.70076316258896)
5408,POINT (-79.2797942071587 43.69855012386969)
5410,POINT (-79.71196725828497 43.39719092184897)
5439,POINT (-79.57926071232744 43.74848372118449)
5463,POINT (-79.12954255937763 43.79291841126268)
5464,POINT (-79.49866267600768 43.7627311409776)
5465,POINT (-79.346306635421 43.76503034526468)
5466,POINT (-79.33923558498537 43.75327323054099)
5467,POINT (-79.25387267625554 43.73135080433101)
5468,POINT (-79.25128986778233 43.72586720115818)
5480,POINT (-79.48647471828642 43.76921063022518)
5481,POINT (-79.27383530718785 43.82489732479524)
5518,POINT (-79.86598221780268 43.91711432375403)
5526,POINT (-79.70482889401598 43.40407342145498)
5536,POINT (-79.67723700971322 43.6150615955783)
5537,POINT (-79.65219086514084 43.61404930484245)
5538,POINT (-79.66070301198468 43.60913376297101)
5539,POINT (-79.74382733709798 43.65067612726188)
5540,POINT (-79.7806348675732 43.6744519193019)
5547,POINT (-79.50376196888571 43.7446271669756)
5548,POINT (-79.7790036056344 43.74391149780725)
5549,POINT (-79.74631908012347 43.66257523632273)
5550,POINT (-79.74102948579919 43.66739328176777)
5554,POINT (-79.79542670330264 43.95298714227917)
5555,POINT (-79.7578270996615 43.65981573499015)
5556,POINT (-79.75190703345872 43.65357529245129)
5571,POINT (-79.33616850045362 43.73040253953364)
5572,POINT (-79.5152103807645 43.76086905594607)
5573,POINT (-79.51189406551465 43.76359610140683)
5574,POINT (-79.40702778888659 43.79789378031441)
5575,POINT (-79.40649311893773 43.79232270244866)
5576,POINT (-79.36084158731366 43.80651548553159)
5577,POINT (-79.35283105533952 43.80990988460017)
5578,POINT (-79.21503998639558 43.74698809357763)
5592,POINT (-79.32693923209854 43.72934170681652)
5593,POINT (-79.37961686905638 43.77873877116626)
5594,POINT (-79.39826571405888 43.7790175768814)
5595,POINT (-79.3953842227275 43.77005626289627)
5596,POINT (-79.51115009723263 43.7439206267189)
5604,POINT (-79.58826111642523 43.74358853843332)
5605,POINT (-79.30689706932306 43.68650878126153)
5606,POINT (-79.2968574594809 43.68929782021177)
5607,POINT (-79.34072896221761 43.67497604660626)
5608,POINT (-79.33486688758384 43.67705310061402)
5609,POINT (-79.21214766946748 43.73811283562772)
5610,POINT (-79.27478803111252 43.73623487713818)
5611,POINT (-79.26786451661052 43.73869525790343)
5615,POINT (-79.58171982202697 43.72094279336663)
5616,POINT (-79.61067783678162 43.72982367864694)
5617,POINT (-79.59505599447047 43.73027196759562)
5618,POINT (-79.49816317673307 43.69824698123011)
5619,POINT (-79.49140681998364 43.69999079260494)
5637,POINT (-79.2623815458187 43.7383168947489)
5638,POINT (-79.25497470853047 43.73883932133003)
5639,POINT (-79.24283251792346 43.73656229886305)
5640,POINT (-79.20501510426023 43.79058917233714)
5641,POINT (-79.19796240349001 43.78897133281085)
5642,POINT (-79.33087863949881 43.79828125195522)
5643,POINT (-79.32330232202685 43.79996983607776)
5694,POINT (-79.52594485815159 43.86865305082628)
5695,POINT (-79.52346074318991 43.86245516760655)
5705,POINT (-79.47042483672691 43.68528211630544)
5706,POINT (-79.46537888691677 43.68654742655952)
5707,POINT (-79.53155288084582 43.64852579336591)
5708,POINT (-79.52862196900604 43.64532175072881)
5709,POINT (-79.33393974441086 43.71544238953134)
5714,POINT (-79.34386700170612 43.77232931708381)
5715,POINT (-79.3328413817038 43.77141821150048)
